Tarifa,Tipo Traslado,Origen,Destino,Tipo Vehículo,Precio,Notas
Premium,Aeropuerto,San Miguel de Allende,(GDL) Aeropuerto Internacional de Guadalajara,SEDAN,9630,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(GDL) Aeropuerto Internacional de Guadalajara,San Miguel de Allende,SUBURBAN,12037.5,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(GDL) Aeropuerto Internacional de Guadalajara,SUBURBAN,12037.5,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(GDL) Aeropuerto Internacional de Guadalajara,San Miguel de Allende,SPRINTER,21750,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(GDL) Aeropuerto Internacional de Guadalajara,SPRINTER,21750,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(MEX) Aeropuerto Internacional Benito Juarez,San Miguel de Allende,SEDAN,6420,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(MEX) Aeropuerto Internacional Benito Juarez,SEDAN,6420,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(MEX) Aeropuerto Internacional Benito Juarez,San Miguel de Allende,SUBURBAN,8025,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(MEX) Aeropuerto Internacional Benito Juarez,SUBURBAN,8025,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(MEX) Aeropuerto Internacional Benito Juarez,San Miguel de Allende,SPRINTER,15515,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(MEX) Aeropuerto Internacional Benito Juarez,SPRINTER,15515,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(MLM) Aeropuerto Internacional de Morelia,San Miguel de Allende,SEDAN,6420,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(MLM) Aeropuerto Internacional de Morelia,SEDAN,6420,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(MLM) Aeropuerto Internacional de Morelia,San Miguel de Allende,SUBURBAN,8025,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(MLM) Aeropuerto Internacional de Morelia,SUBURBAN,8025,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(MLM) Aeropuerto Internacional de Morelia,San Miguel de Allende,SPRINTER,15515,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(MLM) Aeropuerto Internacional de Morelia,SPRINTER,15515,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(QRO) Aeropuerto Internacional de Queretaro,San Miguel de Allende,SEDAN,2461,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(QRO) Aeropuerto Internacional de Queretaro,SEDAN,2461,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(QRO) Aeropuerto Internacional de Queretaro,San Miguel de Allende,SUBURBAN,3424,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(QRO) Aeropuerto Internacional de Queretaro,SUBURBAN,3424,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(QRO) Aeropuerto Internacional de Queretaro,San Miguel de Allende,SPRINTER,8025,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(QRO) Aeropuerto Internacional de Queretaro,SPRINTER,8025,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(SLP) Aeropuerto Internacional de San Luis Potosi,San Miguel de Allende,SEDAN,4815,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(SLP) Aeropuerto Internacional de San Luis Potosi,SEDAN,4815,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(SLP) Aeropuerto Internacional de San Luis Potosi,San Miguel de Allende,SUBURBAN,6018.75,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(SLP) Aeropuerto Internacional de San Luis Potosi,SUBURBAN,6018.75,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(SLP) Aeropuerto Internacional de San Luis Potosi,San Miguel de Allende,SPRINTER,11636.25,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(SLP) Aeropuerto Internacional de San Luis Potosi,SPRINTER,11636.25,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(TLC) Aeropuerto Internacional de Toluca,San Miguel de Allende,SEDAN,6955,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(TLC) Aeropuerto Internacional de Toluca,SEDAN,6955,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(TLC) Aeropuerto Internacional de Toluca,San Miguel de Allende,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(TLC) Aeropuerto Internacional de Toluca,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,(TLC) Aeropuerto Internacional de Toluca,San Miguel de Allende,SPRINTER,16050,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Aeropuerto,San Miguel de Allende,(TLC) Aeropuerto Internacional de Toluca,SPRINTER,16050,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Premium,Punto a Punto,Aguascalientes,San Miguel de Allende,SEDAN,6955,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Premium,Punto a Punto,San Miguel de Allende,Aguascalientes,SEDAN,6955,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Premium,Punto a Punto,Aguascalientes,San Miguel de Allende,SUBURBAN,8025,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Premium,Punto a Punto,San Miguel de Allende,Aguascalientes,SUBURBAN,8025,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Premium,Punto a Punto,Aguascalientes,San Miguel de Allende,SPRINTER,15515,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Premium,Punto a Punto,San Miguel de Allende,Aguascalientes,SPRINTER,15515,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Premium,Punto a Punto,León,San Miguel de Allende,SEDAN,3531,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Premium,Punto a Punto,San Miguel de Allende,León,SEDAN,3531,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Premium,Punto a Punto,León,San Miguel de Allende,SUBURBAN,4494,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Premium,Punto a Punto,San Miguel de Allende,León,SUBURBAN,4494,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Premium,Punto a Punto,León,San Miguel de Allende,SPRINTER,9630,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Premium,Punto a Punto,San Miguel de Allende,León,SPRINTER,9639,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Premium,Punto a Punto,Ciudad de México 1 (Norte & Zona Centro),San Miguel de Allende,SEDAN,6420,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Premium,Punto a Punto,San Miguel de Allende,Ciudad de México 1 (Norte & Zona Centro),SEDAN,6420,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Premium,Punto a Punto,Ciudad de México 1 (Norte & Zona Centro),San Miguel de Allende,SUBURBAN,8025,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Premium,Punto a Punto,San Miguel de Allende,Ciudad de México 1 (Norte & Zona Centro),SUBURBAN,8025,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Premium,Punto a Punto,Ciudad de México 1 (Norte & Zona Centro),San Miguel de Allende,SPRINTER,15515,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Premium,Punto a Punto,San Miguel de Allende,Ciudad de México 1 (Norte & Zona Centro),SPRINTER,15515,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Premium,Punto a Punto,Ciudad de México 2 (Sur & Zona de Santa Fé),San Miguel de Allende,SEDAN,7940,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Premium,Punto a Punto,San Miguel de Allende,Ciudad de México 2 (Sur & Zona de Santa Fé),SEDAN,7940,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Premium,Punto a Punto,Ciudad de México 2 (Sur & Zona de Santa Fé),San Miguel de Allende,SUBURBAN,9095,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Premium,Punto a Punto,San Miguel de Allende,Ciudad de México 2 (Sur & Zona de Santa Fé),SUBURBAN,9095,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Premium,Punto a Punto,Ciudad de México 2 (Sur & Zona de Santa Fé),San Miguel de Allende,SPRINTER,17120,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Premium,Punto a Punto,San Miguel de Allende,Ciudad de México 2 (Sur & Zona de Santa Fé),SPRINTER,17120,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Premium,Punto a Punto,Cuernavaca,San Miguel de Allende,SEDAN,9630,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Premium,Punto a Punto,San Miguel de Allende,Cuernavaca,SEDAN,9630,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Premium,Punto a Punto,Cuernavaca,San Miguel de Allende,SUBURBAN,12037.5,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Premium,Punto a Punto,San Miguel de Allende,Cuernavaca,SUBURBAN,12037.5,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Premium,Punto a Punto,Cuernavaca,San Miguel de Allende,SPRINTER,23272.5,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Premium,Punto a Punto,San Miguel de Allende,Cuernavaca,SPRINTER,23272.5,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Premium,Punto a Punto,Dolores Hidalgo,San Miguel de Allende,SEDAN,2354,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Premium,Punto a Punto,San Miguel de Allende,Dolores Hidalgo,SEDAN,2354,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Premium,Punto a Punto,Dolores Hidalgo,San Miguel de Allende,SUBURBAN,2889,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Premium,Punto a Punto,San Miguel de Allende,Dolores Hidalgo,SUBURBAN,2889,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Premium,Punto a Punto,Dolores Hidalgo,San Miguel de Allende,SPRINTER,6848,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Premium,Punto a Punto,San Miguel de Allende,Dolores Hidalgo,SPRINTER,6848,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Premium,Punto a Punto,Estado de México,San Miguel de Allende,SEDAN,6420,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Premium,Punto a Punto,San Miguel de Allende,Estado de México,SEDAN,6420,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Premium,Punto a Punto,Estado de México,San Miguel de Allende,SUBURBAN,8025,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Premium,Punto a Punto,San Miguel de Allende,Estado de México,SUBURBAN,8025,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Premium,Punto a Punto,Estado de México,San Miguel de Allende,SPRINTER,15515,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Premium,Punto a Punto,San Miguel de Allende,Estado de México,SPRINTER,15515,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Premium,Punto a Punto,Guadalajara,San Miguel de Allende,SEDAN,9630,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Premium,Punto a Punto,San Miguel de Allende,Guadalajara,SEDAN,9630,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Premium,Punto a Punto,Guadalajara,San Miguel de Allende,SUBURBAN,12037.5,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Premium,Punto a Punto,San Miguel de Allende,Guadalajara,SUBURBAN,12037.5,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Premium,Punto a Punto,Guadalajara,San Miguel de Allende,SPRINTER,23272.5,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Premium,Punto a Punto,San Miguel de Allende,Guadalajara,SPRINTER,23272.5,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Premium,Punto a Punto,Guanajuato,San Miguel de Allende,SEDAN,2461,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Premium,Punto a Punto,San Miguel de Allende,Guanajuato,SEDAN,2461,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Premium,Punto a Punto,Guanajuato,San Miguel de Allende,SUBURBAN,3424,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Premium,Punto a Punto,San Miguel de Allende,Guanajuato,SUBURBAN,3424,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Premium,Punto a Punto,Guanajuato,San Miguel de Allende,SPRINTER,8025,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Premium,Punto a Punto,San Miguel de Allende,Guanajuato,SPRINTER,8025,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Premium,Punto a Punto,Morelia,San Miguel de Allende,SEDAN,6420,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Premium,Punto a Punto,San Miguel de Allende,Morelia,SEDAN,6420,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Premium,Punto a Punto,Morelia,San Miguel de Allende,SUBURBAN,8025,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Premium,Punto a Punto,San Miguel de Allende,Morelia,SUBURBAN,8025,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Premium,Punto a Punto,Morelia,San Miguel de Allende,SPRINTER,15515,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Premium,Punto a Punto,San Miguel de Allende,Morelia,SPRINTER,15515,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Premium,Punto a Punto,Puebla,San Miguel de Allende,SEDAN,11074.5,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Premium,Punto a Punto,San Miguel de Allende,Puebla,SEDAN,11074.5,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Premium,Punto a Punto,Puebla,San Miguel de Allende,SUBURBAN,13843.13,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Premium,Punto a Punto,San Miguel de Allende,Puebla,SUBURBAN,13843.13,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Premium,Punto a Punto,Puebla,San Miguel de Allende,SPRINTER,26763.38,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Premium,Punto a Punto,San Miguel de Allende,Puebla,SPRINTER,26763.38,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Premium,Punto a Punto,Querétaro,San Miguel de Allende,SEDAN,2461,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Premium,Punto a Punto,San Miguel de Allende,Querétaro,SEDAN,2461,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Premium,Punto a Punto,Querétaro,San Miguel de Allende,SUBURBAN,3424,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Premium,Punto a Punto,San Miguel de Allende,Querétaro,SUBURBAN,3424,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Premium,Punto a Punto,Querétaro,San Miguel de Allende,SPRINTER,8025,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Premium,Punto a Punto,San Miguel de Allende,Querétaro,SPRINTER,8025,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Premium,Punto a Punto,San Juan del Rio,San Miguel de Allende,SEDAN,2996,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Premium,Punto a Punto,San Miguel de Allende,San Juan del Rio,SEDAN,2996,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Premium,Punto a Punto,San Juan del Rio,San Miguel de Allende,SUBURBAN,4280,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Premium,Punto a Punto,San Miguel de Allende,San Juan del Rio,SUBURBAN,4280,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Premium,Punto a Punto,San Juan del Rio,San Miguel de Allende,SPRINTER,9951,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Premium,Punto a Punto,San Miguel de Allende,San Juan del Rio,SPRINTER,9951,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Premium,Punto a Punto,San Luis Potosí,San Miguel de Allende,SEDAN,4815,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Premium,Punto a Punto,San Miguel de Allende,San Luis Potosí,SEDAN,4815,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Premium,Punto a Punto,San Luis Potosí,San Miguel de Allende,SUBURBAN,6018.75,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Premium,Punto a Punto,San Miguel de Allende,San Luis Potosí,SUBURBAN,6018.75,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Premium,Punto a Punto,San Luis Potosí,San Miguel de Allende,SPRINTER,11636.25,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Premium,Punto a Punto,San Miguel de Allende,San Luis Potosí,SPRINTER,11636.25,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Premium,Punto a Punto,Zacatecas,San Miguel de Allende,SEDAN,9630,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Premium,Punto a Punto,San Miguel de Allende,Zacatecas,SEDAN,9630,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Premium,Punto a Punto,Zacatecas,San Miguel de Allende,SUBURBAN,12037.5,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Premium,Punto a Punto,San Miguel de Allende,Zacatecas,SUBURBAN,12037.5,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Premium,Punto a Punto,Zacatecas,San Miguel de Allende,SPRINTER,23272.5,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Premium,Punto a Punto,San Miguel de Allende,Zacatecas,SPRINTER,23272.5,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Premium,Local,,Capilla de Jimmy Ray,SEDAN,1386.66,
Premium,Local,,Capilla de Jimmy Ray,SUBURBAN,1559.21,
Premium,Local,,Capilla de Jimmy Ray,SPRINTER,2002.94,
Premium,Local,,Casa Adela,SEDAN,1794.95,
Premium,Local,,Casa Adela,SUBURBAN,2039.97,
Premium,Local,,Casa Adela,SPRINTER,3755.52,
Premium,Local,,Casa de Aves,SEDAN,1694.01,
Premium,Local,,Casa de Aves,SUBURBAN,1842.71,
Premium,Local,,Casa de Aves,SPRINTER,2311.09,
Premium,Local,,Central de Autobuses,SEDAN,1078.51,
Premium,Local,,Central de Autobuses,SUBURBAN,1275.72,
Premium,Local,,Central de Autobuses,SPRINTER,1694.8,
Premium,Local,,Club de Golf Malanquín,SEDAN,1232.58,
Premium,Local,,Club de Golf Malanquín,SUBURBAN,1559.21,
Premium,Local,,Club de Golf Malanquín,SPRINTER,2002.94,
Premium,Local,,Club de Golf Ventanas,SEDAN,1232.58,
Premium,Local,,Club de Golf Ventanas,SUBURBAN,1559.21,
Premium,Local,,Club de Golf Ventanas,SPRINTER,2002.94,
Premium,Local,,Escondido Place,SEDAN,1386.65,
Premium,Local,,Escondido Place,SUBURBAN,1559.21,
Premium,Local,,Escondido Place,SPRINTER,2002.94,
Premium,Local,,Fábrica La Aurora,SEDAN,1078.51,
Premium,Local,,Fábrica La Aurora,SUBURBAN,1275.72,
Premium,Local,,Fábrica La Aurora,SPRINTER,1694.8,
Premium,Local,,Finca La Devocion,SEDAN,1794.95,
Premium,Local,,Finca La Devocion,SUBURBAN,2039.97,
Premium,Local,,Finca La Devocion,SPRINTER,3755.52,
Premium,Local,,Finca Luna Serena,SEDAN,1694.01,
Premium,Local,,Finca Luna Serena,SUBURBAN,1842.71,
Premium,Local,,Finca Luna Serena,SPRINTER,2311.09,
Premium,Local,,Hacienda Calderon,SEDAN,2203.24,
Premium,Local,,Hacienda Calderon,SUBURBAN,2520.73,
Premium,Local,,Hacienda Calderon,SPRINTER,5508.1,
Premium,Local,,Hacienda Herencia de Allende,SEDAN,1386.65,
Premium,Local,,Hacienda Herencia de Allende,SUBURBAN,1559.21,
Premium,Local,,Hacienda Herencia de Allende,SPRINTER,2002.94,
Premium,Local,,Hacienda Los Picachos,SEDAN,1386.65,
Premium,Local,,Hacienda Los Picachos,SUBURBAN,1559.21,
Premium,Local,,Hacienda Los Picachos,SPRINTER,2002.94,
Premium,Local,,Hacienda Los Arcángeles,SEDAN,1232.58,
Premium,Local,,Hacienda Los Arcángeles,SUBURBAN,1559.21,
Premium,Local,,Hacienda Los Arcángeles,SPRINTER,2002.94,
Premium,Local,,Hacienda San José La Vista,SEDAN,1694.01,
Premium,Local,,Hacienda San José La Vista,SUBURBAN,1842.71,
Premium,Local,,Hacienda San José La Vista,SPRINTER,5508.1,
Premium,Local,,Hacienda Puerto de Sosa,SEDAN,2203.24,
Premium,Local,,Hacienda Puerto de Sosa,SUBURBAN,2520.73,
Premium,Local,,Hacienda Puerto de Sosa,SPRINTER,2311.09,
Premium,Local,,Helipuerto Los Gerez,SEDAN,1540.33,
Premium,Local,,Helipuerto Los Gerez,SUBURBAN,1700.96,
Premium,Local,,Helipuerto Los Gerez,SPRINTER,2157.02,
Premium,Local,,La Casona,SEDAN,1078.51,
Premium,Local,,La Casona,SUBURBAN,1275.72,
Premium,Local,,La Casona,SPRINTER,1694.8,
Premium,Local,,La Candelaria,SEDAN,1540.33,
Premium,Local,,La Candelaria,SUBURBAN,1700.96,
Premium,Local,,La Candelaria,SPRINTER,2157.02,
Premium,Local,,La Gruta,SEDAN,1386.65,
Premium,Local,,La Gruta,SUBURBAN,1559.21,
Premium,Local,,La Gruta,SPRINTER,2002.94,
Premium,Local,,La Noria,SEDAN,1540.33,
Premium,Local,,La Noria,SUBURBAN,1700.96,
Premium,Local,,La Noria,SPRINTER,2157.02,
Premium,Local,,La Zandunga,SEDAN,2203.24,
Premium,Local,,La Zandunga,SUBURBAN,2520.73,
Premium,Local,,La Zandunga,SPRINTER,5508.1,
