Tarifa,Tipo Traslado,Origen,Destino,Tipo Vehículo,Precio,Notas
Green Class,Local,,Rancho Las Sabinas,MODEL 3,1540.33,
Green Class,Local,,Rancho Las Sabinas,MODEL Y,1848.87,
Green Class,Local,,Rancho Luna Escondida,MODEL 3,1540.33,
Green Class,Local,,Rancho Luna Escondida,MODEL Y,1848.87,
Green Class,Local,,Rancho San Luis Gonzaga,MODEL 3,1386.65,
Green Class,Local,,Rancho San Luis Gonzaga,MODEL Y,1694.8,
Green Class,Local,,Rancho Vía Orgánica,MODEL 3,2203.24,
Green Class,Local,,Rancho Vía Orgánica,MODEL Y,2739.92,
Green Class,Local,,Santuario de Atotonilco,MODEL 3,1794.95,
Green Class,Local,,Santuario de Atotonilco,MODEL Y,2217.36,
Green Class,Local,,Viñedo Cuna de Tierra,MODEL 3,2403.53,
Green Class,Local,,Viñedo Cuna de Tierra,MODEL Y,2989.01,
Green Class,Local,,Viñedo Dos Búhos,MODEL 3,1386.65,
Green Class,Local,,Viñedo Dos Búhos,MODEL Y,1694.8,
Green Class,Local,,Viñedo La Santísima Trinidad,MODEL 3,2203.24,
Green Class,Local,,Viñedo La Santísima Trinidad,MODEL Y,2739.92,
Green Class,Local,,Viñedo Los Remedios,MODEL 3,2203.24,
Green Class,Local,,Viñedo Los Remedios,MODEL Y,2739.92,
Green Class,Local,,Viñedo San Lucas,MODEL 3,1386.65,
Green Class,Local,,Viñedo San Lucas,MODEL Y,1694.8,
Green Class,Local,,Viñedo Toyan,MODEL 3,1386.65,
Green Class,Local,,Viñedo Toyan,MODEL Y,1694.8,
Green Class,Local,,Viñedo Tres Raíces,MODEL 3,2203.24,
Green Class,Local,,Viñedo Tres Raíces,MODEL Y,2739.92,
Green Class,Local,,Viñedos Patria,MODEL 3,1540.33,
Green Class,Local,,Viñedos Patria,MODEL Y,1848.87,
Green Class,Local,,Viñedos San Miguel,MODEL 3,2203.24,
Green Class,Local,,Viñedos San Miguel,MODEL Y,2739.92,
Green Class,Local,,Zirándaro,MODEL 3,1386.65,
Green Class,Local,,Zirándaro,MODEL Y,1694.8,
Green Class,Local,,Zona Centro,MODEL 3,1078.51,
Green Class,Local,,Zona Centro,MODEL Y,1386.65,
First Class,Aeropuerto,(AGU) Aeropuerto Internacional de Aguascalientes,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(AGU) Aeropuerto Internacional de Aguascalientes,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(AGU) Aeropuerto Internacional de Aguascalientes,San Miguel de Allende,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(AGU) Aeropuerto Internacional de Aguascalientes,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(AIFA) Aeropuerto Internacional Felipe Angeles,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(AIFA) Aeropuerto Internacional Felipe Angeles,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(AIFA) Aeropuerto Internacional Felipe Angeles,San Miguel de Allende,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(AIFA) Aeropuerto Internacional Felipe Angeles,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(BJX) Aeropuerto Internacional de Leon,San Miguel de Allende,SEDAN,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(BJX) Aeropuerto Internacional de Leon,SEDAN,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(BJX) Aeropuerto Internacional de Leon,San Miguel de Allende,SUBURBAN,3852,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(BJX) Aeropuerto Internacional de Leon,SUBURBAN,3852,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(GDL) Aeropuerto Internacional de Guadalajara,San Miguel de Allende,SEDAN,10350,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(GDL) Aeropuerto Internacional de Guadalajara,SEDAN,10350,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(GDL) Aeropuerto Internacional de Guadalajara,San Miguel de Allende,SUBURBAN,12840,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(GDL) Aeropuerto Internacional de Guadalajara,SUBURBAN,12840,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(MEX) Aeropuerto Internacional Benito Juarez,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(MEX) Aeropuerto Internacional Benito Juarez,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(MEX) Aeropuerto Internacional Benito Juarez,San Miguel de Allende,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(MEX) Aeropuerto Internacional Benito Juarez,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(MLM) Aeropuerto Internacional de Morelia,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(MLM) Aeropuerto Internacional de Morelia,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(MLM) Aeropuerto Internacional de Morelia,San Miguel de Allende,SUBURBAN,9095,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(MLM) Aeropuerto Internacional de Morelia,SUBURBAN,9095,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(QRO) Aeropuerto Internacional de Queretaro,San Miguel de Allende,SEDAN,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(QRO) Aeropuerto Internacional de Queretaro,SEDAN,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(QRO) Aeropuerto Internacional de Queretaro,San Miguel de Allende,SUBURBAN,3852,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(QRO) Aeropuerto Internacional de Queretaro,SUBURBAN,3852,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(SLP) Aeropuerto Internacional de San Luis Potosi,San Miguel de Allende,SEDAN,5520,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(SLP) Aeropuerto Internacional de San Luis Potosi,SEDAN,5520,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(SLP) Aeropuerto Internacional de San Luis Potosi,San Miguel de Allende,SUBURBAN,6821.25,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(SLP) Aeropuerto Internacional de San Luis Potosi,SUBURBAN,6821.25,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(TLC) Aeropuerto Internacional de Toluca,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(TLC) Aeropuerto Internacional de Toluca,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(TLC) Aeropuerto Internacional de Toluca,San Miguel de Allende,SUBURBAN,9630,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(TLC) Aeropuerto Internacional de Toluca,SUBURBAN,9630,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Punto a Punto,Aguascalientes,San Miguel de Allende,SEDAN,6900,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
First Class,Punto a Punto,San Miguel de Allende,Aguascalientes,SEDAN,6900,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
First Class,Punto a Punto,Aguascalientes,San Miguel de Allende,SUBURBAN,8560,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
First Class,Punto a Punto,San Miguel de Allende,Aguascalientes,SUBURBAN,8560,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
First Class,Punto a Punto,León,San Miguel de Allende,SEDAN,3887,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
First Class,Punto a Punto,San Miguel de Allende,León,SEDAN,3887,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
First Class,Punto a Punto,León,San Miguel de Allende,SUBURBAN,4922,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
First Class,Punto a Punto,San Miguel de Allende,León,SUBURBAN,4922,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
First Class,Punto a Punto,Ciudad de México 1 (Norte & Zona Centro),San Miguel de Allende,SEDAN,6900,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
First Class,Punto a Punto,San Miguel de Allende,Ciudad de México 1 (Norte & Zona Centro),SEDAN,6900,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
First Class,Punto a Punto,Ciudad de México 1 (Norte & Zona Centro),San Miguel de Allende,SUBURBAN,8560,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
First Class,Punto a Punto,San Miguel de Allende,Ciudad de México 1 (Norte & Zona Centro),SUBURBAN,8560,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
First Class,Punto a Punto,Ciudad de México 2 (Sur & Zona de Santa Fé),San Miguel de Allende,SEDAN,7935,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
First Class,Punto a Punto,San Miguel de Allende,Ciudad de México 2 (Sur & Zona de Santa Fé),SEDAN,7935,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
First Class,Punto a Punto,Ciudad de México 2 (Sur & Zona de Santa Fé),San Miguel de Allende,SUBURBAN,10165,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
First Class,Punto a Punto,San Miguel de Allende,Ciudad de México 2 (Sur & Zona de Santa Fé),SUBURBAN,10165,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
First Class,Punto a Punto,Cuernavaca,San Miguel de Allende,SEDAN,10350,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
First Class,Punto a Punto,San Miguel de Allende,Cuernavaca,SEDAN,10350,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
First Class,Punto a Punto,Cuernavaca,San Miguel de Allende,SUBURBAN,14177.5,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
First Class,Punto a Punto,San Miguel de Allende,Cuernavaca,SUBURBAN,14177.5,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
First Class,Punto a Punto,Dolores Hidalgo,San Miguel de Allende,SEDAN,2392,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
First Class,Punto a Punto,San Miguel de Allende,Dolores Hidalgo,SEDAN,2392,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
First Class,Punto a Punto,Dolores Hidalgo,San Miguel de Allende,SUBURBAN,3466.8,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
First Class,Punto a Punto,San Miguel de Allende,Dolores Hidalgo,SUBURBAN,3466.8,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
First Class,Punto a Punto,Estado de México,San Miguel de Allende,SEDAN,6900,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
First Class,Punto a Punto,San Miguel de Allende,Estado de México,SEDAN,6900,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
First Class,Punto a Punto,Estado de México,San Miguel de Allende,SUBURBAN,8560,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
First Class,Punto a Punto,San Miguel de Allende,Estado de México,SUBURBAN,8560,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
First Class,Punto a Punto,Guadalajara,San Miguel de Allende,SEDAN,10350,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
First Class,Punto a Punto,San Miguel de Allende,Guadalajara,SEDAN,10350,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
First Class,Punto a Punto,Guadalajara,San Miguel de Allende,SUBURBAN,12840,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
First Class,Punto a Punto,San Miguel de Allende,Guadalajara,SUBURBAN,12840,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
First Class,Punto a Punto,Guanajuato,San Miguel de Allende,SEDAN,2990,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
First Class,Punto a Punto,San Miguel de Allende,Guanajuato,SEDAN,2990,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
First Class,Punto a Punto,Guanajuato,San Miguel de Allende,SUBURBAN,3852,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
First Class,Punto a Punto,San Miguel de Allende,Guanajuato,SUBURBAN,3852,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
First Class,Punto a Punto,Morelia,San Miguel de Allende,SEDAN,6900,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
First Class,Punto a Punto,San Miguel de Allende,Morelia,SEDAN,6900,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
First Class,Punto a Punto,Morelia,San Miguel de Allende,SUBURBAN,8560,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
First Class,Punto a Punto,San Miguel de Allende,Morelia,SUBURBAN,8560,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
First Class,Punto a Punto,Puebla,San Miguel de Allende,SEDAN,11902.5,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
First Class,Punto a Punto,San Miguel de Allende,Puebla,SEDAN,11902.5,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
First Class,Punto a Punto,Puebla,San Miguel de Allende,SUBURBAN,14124,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
First Class,Punto a Punto,San Miguel de Allende,Puebla,SUBURBAN,14124,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
First Class,Punto a Punto,Querétaro,San Miguel de Allende,SEDAN,2990,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
First Class,Punto a Punto,San Miguel de Allende,Querétaro,SEDAN,2990,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
First Class,Punto a Punto,Querétaro,San Miguel de Allende,SUBURBAN,3852,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
First Class,Punto a Punto,San Miguel de Allende,Querétaro,SUBURBAN,3852,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
First Class,Punto a Punto,San Juan del Rio,San Miguel de Allende,SEDAN,3737.5,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
First Class,Punto a Punto,San Miguel de Allende,San Juan del Rio,SEDAN,3737.5,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
First Class,Punto a Punto,San Juan del Rio,San Miguel de Allende,SUBURBAN,4815,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
First Class,Punto a Punto,San Miguel de Allende,San Juan del Rio,SUBURBAN,4815,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
First Class,Punto a Punto,San Luis Potosí,San Miguel de Allende,SEDAN,5520,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
First Class,Punto a Punto,San Miguel de Allende,San Luis Potosí,SEDAN,5520,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
First Class,Punto a Punto,San Luis Potosí,San Miguel de Allende,SUBURBAN,6821.25,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
First Class,Punto a Punto,San Miguel de Allende,San Luis Potosí,SUBURBAN,6821.25,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
First Class,Punto a Punto,Zacatecas,San Miguel de Allende,SEDAN,10350,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
First Class,Punto a Punto,San Miguel de Allende,Zacatecas,SEDAN,10350,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
First Class,Punto a Punto,Zacatecas,San Miguel de Allende,SUBURBAN,14177.5,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
First Class,Punto a Punto,San Miguel de Allende,Zacatecas,SUBURBAN,14177.5,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
First Class,Local,,Capilla de Jimmy Ray,SEDAN,1386.66,
First Class,Local,,Capilla de Jimmy Ray,SUBURBAN,1694.79,
First Class,Local,,Casa Adela,SEDAN,1794.95,
First Class,Local,,Casa Adela,SUBURBAN,2217.36,
First Class,Local,,Casa de Aves,SEDAN,1694.01,
First Class,Local,,Casa de Aves,SUBURBAN,2002.94,
First Class,Local,,Central de Autobuses,SEDAN,1078.51,
First Class,Local,,Central de Autobuses,SUBURBAN,1386.66,
First Class,Local,,Club de Golf Malanquín,SEDAN,1232.58,
First Class,Local,,Club de Golf Malanquín,SUBURBAN,1694.8,
First Class,Local,,Club de Golf Ventanas,SEDAN,1232.58,
First Class,Local,,Club de Golf Ventanas,SUBURBAN,1694.8,
First Class,Local,,Escondido Place,SEDAN,1386.65,
First Class,Local,,Escondido Place,SUBURBAN,1694.8,
First Class,Local,,Fábrica La Aurora,SEDAN,1078.51,
First Class,Local,,Fábrica La Aurora,SUBURBAN,1386.65,
First Class,Local,,Finca Luna Serena,SEDAN,2203.24,
First Class,Local,,Finca Luna Serena,SUBURBAN,2002.94,
First Class,Local,,Hacienda Calderon,SEDAN,1386.65,
First Class,Local,,Hacienda Calderon,SUBURBAN,2739.92,
First Class,Local,,Hacienda Herencia de Allende,SEDAN,1386.65,
First Class,Local,,Hacienda Herencia de Allende,SUBURBAN,1694.8,
First Class,Local,,Hacienda Los Picachos,SEDAN,1232.58,
First Class,Local,,Hacienda Los Picachos,SUBURBAN,1694.8,
First Class,Local,,Hacienda Los Arcángeles,SEDAN,1694.01,
First Class,Local,,Hacienda Los Arcángeles,SUBURBAN,1694.8,
First Class,Local,,Hacienda San José La Vista,SEDAN,2203.24,
First Class,Local,,Hacienda San José La Vista,SUBURBAN,2002.94,
First Class,Local,,Hacienda Puerto de Sosa,SEDAN,1540.33,
First Class,Local,,Hacienda Puerto de Sosa,SUBURBAN,2739.92,
First Class,Local,,Helipuerto Los Gerez,SEDAN,1078.51,
First Class,Local,,Helipuerto Los Gerez,SUBURBAN,1848.87,
First Class,Local,,La Casona,SEDAN,1540.33,
First Class,Local,,La Casona,SUBURBAN,1386.65,
First Class,Local,,La Candelaria,SEDAN,1794.95,
First Class,Local,,La Candelaria,SUBURBAN,1848.87,
First Class,Local,,Finca La Devocion,SEDAN,1694.01,
First Class,Local,,Finca La Devocion,SUBURBAN,2217.36,
First Class,Local,,La Gruta,SEDAN,1386.65,
First Class,Local,,La Gruta,SUBURBAN,1694.8,
First Class,Local,,La Noria,SEDAN,1540.33,
First Class,Local,,La Noria,SUBURBAN,1848.87,
First Class,Local,,La Zandunga,SEDAN,2203.24,
First Class,Local,,La Zandunga,SUBURBAN,2739.92,
First Class,Local,,Los Senderos,SEDAN,1232.58,
First Class,Local,,Los Senderos,SUBURBAN,1694.8,
First Class,Local,,Mayan Baths,SEDAN,1386.65,
First Class,Local,,Mayan Baths,SUBURBAN,1694.8,
First Class,Local,,Opuntia,SEDAN,2203.24,
First Class,Local,,Opuntia,SUBURBAN,2739.92,
First Class,Local,,Otomí,SEDAN,1386.65,
First Class,Local,,Otomí,SUBURBAN,1694.8,
First Class,Local,,Rancho La Trinidad,SEDAN,1386.65,
First Class,Local,,Rancho La Trinidad,SUBURBAN,1694.8,
First Class,Local,,Rancho Labradores,SEDAN,1540.33,
First Class,Local,,Rancho Labradores,SUBURBAN,1848.87,
First Class,Local,,Rancho Las Puertas,SEDAN,1386.65,
First Class,Local,,Rancho Las Puertas,SUBURBAN,1694.8,
First Class,Local,,Rancho Las Sabinas,SEDAN,1540.33,
First Class,Local,,Rancho Las Sabinas,SUBURBAN,1848.87,
First Class,Local,,Rancho Luna Escondida,SEDAN,1540.33,
First Class,Local,,Rancho Luna Escondida,SUBURBAN,1848.87,
First Class,Local,,Rancho San Luis Gonzaga,SEDAN,1386.65,
First Class,Local,,Rancho San Luis Gonzaga,SUBURBAN,1694.8,
First Class,Local,,Rancho Vía Orgánica,SEDAN,2203.24,
First Class,Local,,Rancho Vía Orgánica,SUBURBAN,2739.92,
First Class,Local,,Santuario de Atotonilco,SEDAN,1794.95,
First Class,Local,,Santuario de Atotonilco,SUBURBAN,2217.36,
First Class,Local,,Viñedo Cuna de Tierra,SEDAN,2403.53,
First Class,Local,,Viñedo Cuna de Tierra,SUBURBAN,2989.01,
First Class,Local,,Viñedo Dos Búhos,SEDAN,1386.65,
First Class,Local,,Viñedo Dos Búhos,SUBURBAN,1694.8,
First Class,Local,,Viñedo La Santísima Trinidad,SEDAN,2203.24,
First Class,Local,,Viñedo La Santísima Trinidad,SUBURBAN,2739.92,
First Class,Local,,Viñedo Los Remedios,SEDAN,2203.24,
First Class,Local,,Viñedo Los Remedios,SUBURBAN,2739.92,
First Class,Local,,Viñedo San Lucas,SEDAN,1386.65,
First Class,Local,,Viñedo San Lucas,SUBURBAN,1694.8,
First Class,Local,,Viñedo Toyan,SEDAN,1386.65,
First Class,Local,,Viñedo Toyan,SUBURBAN,1694.8,
First Class,Local,,Viñedo Tres Raíces,SEDAN,2203.24,
First Class,Local,,Viñedo Tres Raíces,SUBURBAN,2739.92,
First Class,Local,,Viñedos Patria,SEDAN,1540.33,
First Class,Local,,Viñedos Patria,SUBURBAN,1848.87,
First Class,Local,,Viñedos San Miguel,SEDAN,2203.24,
First Class,Local,,Viñedos San Miguel,SUBURBAN,2739.92,
First Class,Local,,Zirándaro,SEDAN,1386.65,
First Class,Local,,Zirándaro,SUBURBAN,1694.8,
First Class,Local,,Zona Centro,SEDAN,1078.51,
First Class,Local,,Zona Centro,SUBURBAN,1386.65,